Ticker,Company Name,Industry
LBPS,4D Pharma,biotechnology
LBRDA,Liberty Broadband,entertainment
LBRDK,Liberty Broadband,entertainment
LBRT,Liberty Oilfield Services,oil & gas equipment & services
LBTYA,Liberty Global,entertainment
LBTYB,Liberty Global,entertainment
LBTYK,Liberty Global,entertainment
LC,Lendingclub,credit services
LCA,Landcadia Holdings Iv,shell companies
LCAA,L Catterton Asia Acquisition,shell companies
LCAP,Lionheart Acquisition Ii,shell companies
LCI,Lannett Company,drug manufacturers-specialty & generic
LCID,Lucid Group,auto manufacturers
LCII,Lci Industries,recreational vehicles
LCNB,Lcnb Corporation,banks-regional
LCTX,Lineage Cell Therapeutics,biotechnology
LCUT,Lifetime Brands,"furnishings, fixtures & appliances"
LDHA,Ldh Growth I,shell companies
LDI,Loandepot,mortgage finance
LDL,Lydall,specialty industrial machinery
LDOS,Leidos Holdings,information technology services
LE,Lands' End,specialty retail
LEA,Lear Corporation,auto parts
LEAP,Ribbit Leap,shell companies
LECO,Lincoln Electric Holdings,tools & accessories
LEDS,Semileds,semiconductors
LEE,Lee Enterprises,publishing
LEG,Leggett & Platt,"furnishings, fixtures & appliances"
LEGA,Lead Edge Growth Opportunities,shell companies
LEGH,Legacy Housing,residential construction
LEGN,Legend Biotech,biotechnology
LEGO,Legato Merger Corp,shell companies
LEJU,Leju Holdings,real estate services
LEN,Lennar,residential construction
LEN.B,Lennar,residential construction
LESL,Leslie'S,home improvement retail
LEU,Centrus Energy,uranium
LEV,Lion Electric,farm & heavy construction machinery
LEVI,Levi Strauss & Co.,apparel manufacturing
LEVL,Level One Bancorp,banks-regional
LEXX,Lexaria Bioscience,packaged foods
LFC,China Life Insurance,insurance-life
LFMD,Lifemd,pharmaceutical retailers
LFST,Lifestance Health Group,medical care facilities
LFT,Lument Finance Trust,reit-mortgage
LFTR,Lefteris Acquisition,shell companies
LFUS,Littelfuse,electronic components
LFVN,Lifevantage Corporation,packaged foods
LGAC,Lazard Growth Acquisition I,shell companies
LGF.A,Lions Gate Entertainment,entertainment
LGF.B,Lions Gate Entertainment,entertainment
LGHL,Lion Group Holding,asset management
LGIH,Lgi Homes,residential construction
LGL,Lgl Group,electronic components
LGND,Ligand Pharmaceuticals,biotechnology
LGO,Largo Resources,other industrial metals & mining
LGV,Longview Acquisition Ii,shell companies
LGVN,Longeveron,pharmaceutical preparation manufacturing
LH,Labcorp,diagnostics & research
LHAA,Lerer Hippeau Acquisition,shell companies
LHC,Leo Holdings Ii,none
LHCG,Lhc Group,medical care facilities
LHDX,Lucira Health,diagnostics & research
LHX,L3Harris Technologies,aerospace & defense
LI,Li Auto,auto manufacturers
LICY,Li-Cycle,shell companies
LIDR,Aeye,shell companies
LIFE,Atyr Pharma,biotechnology
LII,Lennox International,specialty industrial machinery
LIII,Leo Holdings Iii,shell companies
LILA,Liberty Latin America,telecom services
LILAK,Liberty Latin America,telecom services
LIN,Linde,specialty chemicals
LINC,Lincoln Educational Services,education & training services
LIND,Lindblad Expeditions,travel services
LIQT,Liqtech International,pollution & treatment controls
LITB,Lightinthebox,internet retail
LITE,Lumentum Holdings,communication equipment
LITT,Logistics Innovation Technologies,shell companies
LIVE,Live Ventures,specialty retail
LIVK,Liv Capital Acquisition,shell companies
LIVN,Livanova,medical devices
LIVX,Livexlive Media,entertainment
LIXT,Lixte Biotechnology,biotechnology
LIZI,Lizhi Inc.,internet content & information
LJAQ,Lightjump Acquisition,shell companies
LJPC,La Jolla Pharmaceutical,biotechnology
LKCO,Luokung Technology,internet content & information
LKFN,Lakeland Financial,banks-regional
LKQ,Lkq Corporation,auto parts
LL,Lumber Liquidators,home improvement retail
LLNW,Limelight Networks,software-infrastructure
LLY,Eli Lilly,drug manufacturers-general
LMACA,Liberty Media Acquisition,shell companies
LMAO,Lmf Acquisition Opportunities,shell companies
LMAT,Lemaitre Vascular,medical instruments & supplies
LMB,Limbach Holdings,engineering & construction
LMFA,Lm Funding America,credit services
LMND,Lemonade,insurance-property & casualty
LMNL,Liminal Biosciences,biotechnology
LMNR,Limoneira,farm products
LMPX,Lmp Automotive Holdings,auto & truck dealerships
LMRK,Landmark Infrastructure Partners,real estate services
LMST,Limestone Bancorp,banks-regional
LMT,Lockheed Martin,aerospace & defense
LNC,Lincoln National,insurance-life
LND,Brasilagro,farm products
LNDC,Landec,packaged foods
LNFA,L&F Acquisition,shell companies
LNG,Cheniere Energy,oil & gas midstream
LNN,Lindsay Corporation,farm & heavy construction machinery
LNSR,"Lensar, Inc",medical devices
LNT,Alliant Energy,utilities-regulated electric
LNTH,Lantheus Holdings,diagnostics & research
LOAN,Manhattan Bridge Capital,reit-mortgage
LOB,Live Oak Bancshares,banks-regional
LOCO,El Pollo Loco,restaurants
LODE,Comstock Mining,real estate services
LOGC,Logicbio Therapeutics,biotechnology
LOGI,Logitech International,computer hardware
LOKB,Live Oak Acquisition Ii,shell companies
LOKM,Live Oak Mobility Acquisition,shell companies
LOMA,Loma Negra,building materials
LOOP,Loop Industries,specialty chemicals
LOPE,Grand Canyon Education,education & training services
LORL,Loral Space & Communications,telecom services
LOTZ,Carlotz,auto & truck dealerships
LOV,Spark Networks Se,internet content & information
LOVE,Lovesac,"furnishings, fixtures & appliances"
LOW,Lowe'S,home improvement retail
LPCN,Lipocine,biotechnology
LPG,Dorian Lpg,oil & gas midstream
LPI,Laredo Petroleum,oil & gas e&p
LPL,Lg Display,consumer electronics
LPLA,Lpl Financial Holdings,capital markets
LPRO,Open Lending Corp.,shell companies
LPSN,Liveperson,software-application
LPTH,Lightpath Technologies,electronic components
LPTX,Leap Therapeutics,biotechnology
LPX,Louisiana-Pacific,building products & equipment
LQDA,Liquidia Technologies,biotechnology
LQDT,Liquidity Services,internet retail
LRCX,Lam Research,semiconductor equipment & materials
LRFC,Logan Ridge Finance,asset management
LRMR,Larimar Therapeutics,biotechnology
LRN,Stride,education & training services
LSAQ,Lifesci Acquisition Ii,shell companies
LSBK,Lake Shore Bancorp,banks-regional
LSCC,Lattice Semiconductor,semiconductors
LSEA,Landsea Homes,real estate-development
LSF,Laird Superfood,packaged foods
LSI,Life Storage,reit-industrial
LSPD,Lightspeed Commerce,software-application
LSTR,Landstar System,integrated freight & logistics
LTBR,Lightbridge,electrical equipment & parts
LTC,Ltc Properties,reit-healthcare facilities
LTCH,Latch,software-application
LTHM,Livent,specialty chemicals
LTRN,Lantern Pharma,biotechnology
LTRPA,Liberty Tripadvisor Holdings,internet content & information
LTRPB,Liberty Tripadvisor Holdings,internet content & information
LTRX,Lantronix,communication equipment
LU,Lufax Holding,credit card issuing
LUB,"Luby'S, Inc.",restaurants
LULU,Lululemon Athletica,apparel retail
LUMN,Lumen Technologies,telecom services
LUMO,Lumos Pharma,biotechnology
LUNA,Luna Innovations,scientific & technical instruments
LUNG,Pulmonx,surgical and medical instrument manufacturing
LUV,Southwest Airlines,airlines
LUXA,Lux Health Tech Acquisition,shell companies
LVOX,Livevox,software-infrastructure
LVRA,Levere Holdings,shell companies
LVS,Las Vegas Sands,resorts & casinos
LVTX,Lava Therapeutics,biotechnology
LW,Lamb Weston,packaged foods
LWAC,Locust Walk Acquisition,shell companies
LWAY,Lifeway Foods,packaged foods
LX,Lexinfintech Holdings,credit services
LXEH,Lixiang Education,education & training services
LXFR,Luxfer Holdings,specialty industrial machinery
LXP,Lexington Realty Trust,reit-diversified
LXRX,Lexicon Pharmaceuticals,biotechnology
LXU,Lsb Industries,chemicals
LYB,Lyondellbasell Industries,specialty chemicals
LYEL,Lyell Immunopharma,biotechnology
LYFT,Lyft,software-application
LYG,Lloyds Banking Group,banks-regional
LYL,Dragon Victory International,credit services
LYRA,Lyra Therapeutics,biotechnology
LYTS,Lsi Industries,electronic components
LYV,Live Nation Entertainment,entertainment
LZ,Legalzoom.Com,consulting services
LZB,La-Z-Boy Incorporated,"furnishings, fixtures & appliances"
M,Macy'S,department stores
MA,Mastercard,credit services
MAA,Mid-America Apartment Communities,reit-residential
MAAC,Montes Archimedes Acquisition,shell companies
MAC,Macerich,reit-retail
MACA,Moringa Acquisition,shell companies
MACC,Mission Advancement,blank checks / spac
MACK,Merrimack Pharmaceuticals,biotechnology
MACQ,Mcap Acquisition,shell companies
MACU,Mallard Acquisition,shell companies
MAG,Mag Silver,silver
MAGS,Magal Security Systems,security & protection services
MAIN,Main Street Capital,asset management
MAN,Manpowergroup,staffing & employment services
MANH,Manhattan Associates,software-application
MANT,Mantech International,software-application
MANU,Manchester United,leisure
MAPS,Wm Technology,software publishers
MAQC,Maquia Capital Acquisition,shell companies
MAR,Marriott International,lodging
MARA,Marathon Digital Holdings,capital markets
MARK,Remark Holdings,internet content & information
MARPS,Marine Petroleum Trust,oil & gas equipment & services
MAS,Masco,building products & equipment
MASI,Masimo,medical instruments & supplies
MASS,908 Devices,medical devices
MAT,Mattel,leisure
MATW,Matthews International,conglomerates
MATX,Matson,marine shipping
MAX,Mediaalpha,internet content & information
MAXN,Maxeon Solar Technologies,solar
MAXR,Maxar Technologies,communication equipment
MAYS,J.W. Mays,real estate services
MBAC,M3-Brigade Acquisition Ii,shell companies
MBCN,Middlefield Banc,banks-regional
MBI,Mbia Inc.,insurance-specialty
MBII,Marrone Bio Innovations,agricultural inputs
MBIN,Merchants Bancorp,banks-regional
MBIO,Mustang Bio,biotechnology
MBOT,Microbot Medical,medical instruments & supplies
MBRX,Moleculin Biotech,biotechnology
MBT,Mobile Telesystems Pjsc,telecom services
MBTC,Nocturne Acquisition,shell companies
MBUU,Malibu Boats,recreational vehicles
MBWM,Mercantile Bank,banks-regional
MC,Moelis & Company,capital markets
MCAD,Mountain Crest Acquisition Ii,shell companies
MCAE,Mountain Crest Acquisition Iii,blank checks / spac
MCB,Metropolitan Bank Holding,banks-regional
MCBC,Macatawa Bank,banks-regional
MCBS,Metrocity Bankshares,banks-regional
MCD,Mcdonald'S,restaurants
MCF,Contango Oil & Gas,oil & gas e&p
MCFE,Mcafee,software-application
MCFT,Mastercraft Boat Holdings,recreational vehicles
MCG,Membership Collective Group,hotels & motels
MCHP,Microchip Technology,semiconductors
MCHX,Marchex,advertising agencies
MCK,Mckesson,medical distribution
MCMJ,Merida Merger Corp. I,shell companies
MCO,Moody'S,financial data & stock exchanges
MCRB,Seres Therapeutics,biotechnology
MCRI,Monarch Casino & Resort,resorts & casinos
MCS,Marcus Corporation,entertainment
MCW,Mister Car Wash,personal services
MCY,Mercury General,insurance-property & casualty
MD,"Mednax, Inc.",medical care facilities
MDB,Mongodb,software-infrastructure
MDC,M.D.C. Holdings,residential construction
MDGL,Madrigal Pharmaceuticals,biotechnology
MDGS,Medigus,medical devices
MDH,Mdh Acquisition,shell companies
MDIA,Mediaco Holding,none
MDJH,Mdjm Ltd.,real estate services
MDLA,Medallia,software-application
MDLZ,Mondelez International,confectioners
MDNA,Medicenna Therapeutics,biotechnology
MDP,Meredith Corporation,publishing
MDRR,Medalist Diversified Reit,reit-diversified
MDRX,Allscripts Healthcare Solutions,health information services
MDT,Medtronic,medical devices
MDU,Mdu Resources Group,building materials
MDVL,Medavail,drug manufacturers-specialty & generic
MDWD,Mediwound,biotechnology
MDWT,Midwest Holding,insurance-life
MDXG,Mimedx Group,medical devices
ME,23Andme,diagnostics & research
MEC,Mayville Engineering,metal fabrication
MED,Medifast,personal services
MEDP,Medpace Holdings,diagnostics & research
MEDS,Trxade Group,pharmaceutical retailers
MEG,Montrose Environmental Group,waste management
MEI,Methode Electronics,electronic components
MEIP,Mei Pharma,biotechnology
MELI,Mercadolibre,internet retail
MEOH,Methanex,chemicals
MERC,Mercer International,paper & paper products
MESA,Mesa Air Group,airlines
MESO,Mesoblast,biotechnology
MET,Metlife,insurance-life
METC,Ramaco Resources,coking coal
METX,Meten Edtechx Education,education & training services
MF,Missfresh,investment brokerage - national
MFA,Mfa Financial,reit-mortgage
MFC,Manulife Financial,insurance-life
MFG,Mizuho Financial Group,banks-regional
MFGP,Micro Focus International,software-infrastructure
MFH,Mercurity Fintech Holding,capital markets
MFIN,Medallion Financial,credit services
MFNC,Mackinac Financial,banks-regional
MG,Mistras Group,security & protection services
MGA,Magna International,auto parts
MGEE,Mge Energy,utilities-diversified
MGI,Moneygram International,credit services
MGIC,Magic Software Enterprises,software-application
MGLN,Magellan Health,healthcare plans
MGM,Mgm Resorts,resorts & casinos
MGNI,Magnite,advertising agencies
MGNX,Macrogenics,biotechnology
MGP,Mgm Growth Properties,reit-diversified
MGPI,Mgp Ingredients,agricultural inputs
MGRC,Mcgrath Rentcorp,rental & leasing services
MGTA,Magenta Therapeutics,biotechnology
MGTX,Meiragtx Holdings,biotechnology
MGY,Magnolia Oil & Gas,oil & gas e&p
MGYR,Magyar Bancorp,banks-regional
MHH,Mastech Digital,staffing & employment services
MHK,Mohawk Industries,"furnishings, fixtures & appliances"
MHLD,Maiden Holdings,insurance-reinsurance
MHO,M/I Homes,residential construction
MIC,Macquarie Infrastructure,airports & air services
MICT,"Mict, Inc.",computer hardware
MIDD,Middleby Corporation,specialty industrial machinery
MILE,Metromile,insurance-property & casualty
MIME,Mimecast,software-infrastructure
MIMO,Airspan Networks,shell companies
MIND,Mind Technology,scientific & technical instruments
MINM,Minim,communication equipment
MIRM,Mirum Pharmaceuticals,biotechnology
MIRO,Miromatrix Medical,biotechnology
MIST,Milestone Pharmaceuticals,biotechnology
MIT,Mason Industrial Technology,shell companies
MITC,Meat-Tech 3D,packaged foods
MITK,Mitek Systems,software-application
MITO,Stealth Biotherapeutics,biotechnology
MITQ,Moving Image Technologies,none
MITT,Ag Mortgage Investment Trust,reit-mortgage
MIXT,Mix Telematics,software-application
MKC,Mccormick,packaged foods
MKC.V,Mccormick,packaged foods
MKD,Molecular Data,chemicals
MKFG,Markforged,computer hardware
MKL,Markel,insurance-property & casualty
MKSI,Mks Instruments,scientific & technical instruments
MKTW,Marketwise,software-application
MKTX,Marketaxess Holdings,capital markets
MKTY,Mechanical Technology,scientific & technical instruments
MLAB,Mesa Laboratories,scientific & technical instruments
MLAC,Malacca Straits Acquisition,shell companies
MLCO,Melco Resorts & Entertainment,resorts & casinos
MLHR,Herman Miller,"furnishings, fixtures & appliances"
MLI,Mueller Industries,metal fabrication
MLM,Martin Marietta,building materials
MLNK,Meridianlink,software-application
MLP,Maui Land & Pineapple,real estate services
MLR,Miller Industries,auto parts
MLSS,Milestone Scientific,medical instruments & supplies
MLVF,Malvern Bancorp,banks-regional
MMAT,Meta Materials,electronic components
MMC,Marsh & Mclennan,insurance brokers
MMI,Marcus & Millichap,real estate services
MMLP,Martin Midstream Partners,oil & gas midstream
MMM,3M Company,specialty industrial machinery
MMMB,Mamamancini'S Holdings,packaged foods
MMP,Magellan Midstream Partners,oil & gas midstream
MMS,Maximus,specialty business services
MMSI,Merit Medical Systems,medical instruments & supplies
MMX,Maverix Metals,other precious metals & mining
MMYT,Makemytrip,travel services
MN,Manning & Napier,asset management
MNDO,Mind Cti Ltd.,software-application
MNDY,Monday.Com,software-application
MNKD,Mannkind Corporation,biotechnology
MNMD,Mindmed,none
MNOV,Medicinova,biotechnology
MNPR,Monopar Therapeutics,biotechnology
MNR,Monmouth Real Estate Investment,reit-industrial
MNRL,Brigham Minerals,oil & gas e&p
MNRO,"Monro, Inc.",auto parts
MNSB,Mainstreet Bancshares,banks-regional
MNSO,Miniso Group,specialty retail
MNST,Monster Beverage,beverages-non-alcoholic
MNTK,Montauk Renewables,utilities-diversified
MNTS,Momentus,shell companies
MNTV,Momentive,software-application
MNTX,Manitex International,farm & heavy construction machinery
MO,Altria,tobacco
MOD,Modine Manufacturing,auto parts
MODN,Model N,software-application
MODV,Modivcare,medical care facilities
MOFG,Midwestone Financial Group,banks-regional
MOG.A,Moog Inc.,aerospace & defense
MOG.B,Moog Inc.,aerospace & defense
MOGO,Mogo Inc.,software-application
MOGU,"Mogu, Inc.",internet retail
MOH,Molina Healthcare,healthcare plans
MOHO,Ecmoho Limited,specialty retail
MOLN,Molecular Partners,biotechnology
MOMO,Hello Group,internet content & information
MON,Monument Circle Acquisition,shell companies
MOR,Morphosys,biotechnology
MORF,Morphic Holding,biotechnology
MORN,Morningstar,financial data & stock exchanges
MOS,Mosaic Company,agricultural inputs
MOSY,Mosys,semiconductors
MOTN,Motion Acquisition,shell companies
MOTS,Motus Gi Holdings,diagnostics & research
MOTV,Motive Capital,none
MOV,Movado Group,luxury goods
MOVE,Movano,medical devices
MOXC,Moxian,internet content & information
MP,Mp Materials,other industrial metals & mining
MPAA,Motorcar Parts Of America,auto parts
MPAC,Model Performance Acquisition,shell companies
MPB,Mid Penn Bancorp,banks-regional
MPC,Marathon Petroleum,oil & gas refining & marketing
MPLN,Multiplan,healthcare plans
MPLX,Mplx Lp,oil & gas midstream
MPW,Medical Properties Trust,reit-healthcare facilities
MPWR,Monolithic Power Systems,semiconductors
MPX,Marine Products,recreational vehicles
MQ,Marqeta,software-infrastructure
MRAC,Marquee Raine Acquisition,shell companies
MRAM,Everspin Technologies,semiconductors
MRBK,Meridian,banks-regional
MRC,Mrc Global,oil & gas equipment & services
MRCC,Monroe Capital,mortgage finance
MRCY,Mercury Systems,aerospace & defense
MREO,Mereo Biopharma Group,biotechnology
MRIN,Marin Software,software-application
MRK,Merck,drug manufacturers-general
MRKR,Marker Therapeutics,biotechnology
MRLN,Marlin Business Services,credit services
MRM,Medirom Healthcare,personal services
MRNA,Moderna,biotechnology
MRNS,Marinus Pharmaceuticals,biotechnology
MRO,Marathon Oil,oil & gas e&p
MRSN,Mersana Therapeutics,biotechnology
MRTN,Marten Transport,trucking
MRTX,Mirati Therapeutics,biotechnology
MRUS,Merus N.V.,biotechnology
MRVI,Maravai Lifesciences,biotechnology
MRVL,Marvell Technology,semiconductors
MS,Morgan Stanley,capital markets
MSA,Msa Safety,security & protection services
MSAC,Medicus Sciences Acquisition,shell companies
MSB,Mesabi Trust,steel
MSBI,Midland States Bancorp,banks-regional
MSC,Studio City International,resorts & casinos
MSCI,Msci Inc.,financial data & stock exchanges
MSDA,Msd Acquisition,shell companies
MSEX,Middlesex Water,utilities-regulated water
MSFT,Microsoft,software-infrastructure
MSGE,Madison Square Garden Entertainment,entertainment
MSGM,Motorsport Games,electronic gaming & multimedia
MSGS,Madison Square Garden Sports,entertainment
MSI,Motorola Solutions,communication equipment
MSM,Msc Industrial Direct,industrial distribution
MSN,Emerson Radio,consumer electronics
MSON,Misonix,medical devices
MSP,Datto,software-application
MSTR,Microstrategy,software-application
MSVB,Mid-Southern Bancorp,banks-regional
MT,Arcelormittal,steel
MTA,Metalla Royalty & Streaming,other precious metals & mining
MTAC,Medtech Acquisition,shell companies
MTB,M&T Bank,banks-regional
MTBC,"Mtbc, Inc.",health information services
MTC,"Mmtec, Inc.",software-application
MTCH,Match Group,internet content & information
MTCR,Metacrine,biotechnology
MTD,Mettler-Toledo,diagnostics & research
MTDR,Matador Resources,oil & gas e&p
MTEM,Molecular Templates,biotechnology
MTEX,Mannatech,household & personal products
MTG,Mgic Investment,insurance-specialty
MTH,Meritage Homes,residential construction
MTL,Mechel Pao,steel
MTLS,Materialise,software-application
MTN,Vail Resorts,resorts & casinos
MTNB,Matinas Biopharma,biotechnology
MTOR,Meritor,auto parts
MTP,Midatech Pharma,biotechnology
MTR,Mesa Royalty Trust,oil & gas e&p
MTRN,Materion,other industrial metals & mining
MTRX,Matrix Service,engineering & construction
MTSI,Macom Technology Solutions,semiconductors
MTTR,Matterport,software-application
MTW,Manitowoc Company,farm & heavy construction machinery
MTX,Minerals Technologies,chemicals
MTZ,Mastec,engineering & construction
MU,Micron Technology,semiconductors
MUDS,Mudrick Capital Acquisition Ii,shell companies
MUFG,Mitsubishi Ufj Financial,banks-diversified
MUR,Murphy Oil,oil & gas e&p
MUSA,Murphy Usa,specialty retail
MUX,Mcewen Mining,other precious metals & mining
MVBF,Mvb Financial,banks-regional
MVIS,Microvision,scientific & technical instruments
MVST,Microvast,electrical equipment & parts
MWA,Mueller Water Products,specialty industrial machinery
MX,Magnachip Semiconductor,semiconductors
MXC,Mexco Energy,oil & gas e&p
MXCT,Maxcyte,diagnostics & research
MXIM,Maxim Integrated,semiconductors
MXL,Maxlinear,semiconductors
MYE,Myers Industries,packaging & containers
MYFW,First Western Financial,banks-regional
MYGN,Myriad Genetics,diagnostics & research
MYMD,Mymd Pharmaceuticals,biotechnology
MYO,Myomo,medical devices
MYOV,Myovant Sciences,biotechnology
MYPS,Playstudios,electronic gaming & multimedia
MYRG,Myr Group,engineering & construction
MYSZ,My Size,software-application
MYTE,Myt Netherlands,luxury goods
NAAC,North Atlantic Acquisition,shell companies
NABL,N-Able,information technology services
NAII,Natural Alternatives International,packaged foods
NAK,Northern Dynasty Minerals,other industrial metals & mining
NAKD,Naked Brand Group,apparel manufacturing
NAOV,Nanovibronix,medical devices
NAPA,Duckhorn,beverages-wineries & distilleries
NARI,Inari Medical,medical devices
NAT,Nordic American Tankers,marine shipping
NATH,Nathan'S Famous,restaurants
NATI,National Instruments,software-application
NATR,Nature'S Sunshine Products,household & personal products
NAUT,Nautilus Biotechnology,biotechnology
NAVB,Navidea Biopharmaceuticals,biotechnology
NAVI,Navient,credit services
NBEV,Newage,beverages-non-alcoholic
NBHC,National Bank Holdings,banks-regional
NBIX,Neurocrine Biosciences,biotechnology
NBN,Northeast Bank,banks-regional
NBR,Nabors Industries,oil & gas drilling
NBRV,Nabriva Therapeutics,biotechnology
NBSE,Neubase Therapeutics,biotechnology
NBST,Newbury Street Acquisition,shell companies
NBTB,Nbt Bancorp,banks-regional
NBTX,Nanobiotix,biotechnology
NBY,Novabay Pharmaceuticals,biotechnology
NC,Nacco Industries,thermal coal
NCBS,Nicolet Bankshares,banks-regional
NCLH,Norwegian Cruise Line,travel services
NCMI,National Cinemedia,advertising agencies
NCNA,Nucana,biotechnology
NCNO,"Ncino, Inc.",software-application
NCR,Ncr Corporation,information technology services
NCSM,Ncs Multistage Holdings,oil & gas equipment & services
NCTY,The9 Limited,electronic gaming & multimedia
NDAC,Nightdragon Acquisition,shell companies
NDAQ,Nasdaq,financial data & stock exchanges
NDLS,Noodles & Company,restaurants
NDRA,Endra Life Sciences,diagnostics & research
NDSN,Nordson,specialty industrial machinery
NE,Noble,oil & gas drilling
NECB,Northeast Community Bancorp,banks-regional
NEE,Nextera Energy,utilities-regulated electric
NEGG,Newegg Commerce,internet retail
NEM,Newmont Goldcorp,gold
NEN,New England Realty Associates,real estate-diversified
NEO,Neogenomics,diagnostics & research
NEOG,Neogen Corporation,diagnostics & research
NEON,Neonode,electronic components
NEP,Nextera Energy Partners,utilities-renewable
NEPH,Nephros,medical instruments & supplies
NEPT,Neptune Wellness Solutions,drug manufacturers-specialty & generic
NERV,Minerva Neurosciences,biotechnology
NES,Nuverra Environmental Solutions,waste management
NESR,National Energy Services Reunited,oil & gas equipment & services
NET,Cloudflare,software-infrastructure
NETE,Net Element,software-infrastructure
NETI,Eneti,marine shipping
NEU,Newmarket Corporation,specialty chemicals
NEW,Puxin,education & training services
NEWP,New Pacific Metals,other precious metals & mining
NEWR,New Relic,software-infrastructure
NEWT,Newtek Business Services,asset management
NEX,Nextier Oilfield Solutions,oil & gas equipment & services
NEXA,Nexa Resources,other industrial metals & mining
NEXI,Neximmune,biotechnology
NEXT,Nextdecade,oil & gas e&p
NFBK,Northfield Bancorp,banks-regional
NFE,New Fortress Energy,utilities-regulated gas
NFG,National Fuel Gas,oil & gas integrated
NFH,New Frontier Health,medical care facilities
NFLX,Netflix,entertainment
NG,Novagold Resources,gold
NGAB,Northern Genesis Acquisition Ii,shell companies
NGAC,Nextgen Acquisition,other motor vehicle parts manufacturing
NGC,Northern Genesis Acquisition Iii,blank checks / spac
NGCA,Nextgen Acquisition Ii,shell companies
NGD,New Gold,gold
NGG,National Grid,utilities-regulated electric
NGL,Ngl Energy Partners,oil & gas refining & marketing
NGM,Ngm Biopharmaceuticals,biotechnology
NGMS,Neogames,electronic gaming & multimedia
NGS,Natural Gas Services Group,oil & gas equipment & services
NGVC,Natural Grocers By Vitamin Cottage,grocery stores
NGVT,Ingevity,specialty chemicals
NH,Nanthealth,health information services
NHC,National Healthcare,medical care facilities
NHI,National Health Investors,reit-healthcare facilities
NHTC,Natural Health Trends,internet retail
NI,Nisource,utilities-regulated gas
NICE,Nice Ltd.,software-application
NICK,Nicholas Financial,credit services
NINE,Nine Energy Service,oil & gas equipment & services
NIO,Nio Inc.,auto manufacturers
NISN,Nisun International,specialty industrial machinery
NIU,Niu Technologies,auto manufacturers
NJR,New Jersey Resources,utilities-regulated gas
NKE,Nike,footwear & accessories
NKLA,Nikola,auto manufacturers
NKSH,National Bankshares,banks-regional
NKTR,Nektar Therapeutics,biotechnology
NKTX,Nkarta,biotechnology
NL,Nl Industries,security & protection services
NLOK,Nortonlifelock,software-infrastructure
NLS,Nautilus,leisure
NLSN,Nielsen,consulting services
NLSP,Nls Pharmaceutics,biotechnology
NLTX,Neoleukin Therapeutics,drug manufacturers-specialty & generic
NLY,Annaly Capital Management,reit-mortgage
NM,Navios Maritime Holdings,marine shipping
NMFC,New Mountain Finance,asset management
NMG,Nouveau Monde Graphite,other industrial metals & mining
NMIH,Nmi Holdings,insurance-property & casualty
NMM,Navios Maritime Partners,marine shipping
NMMC,North Mountain Merger,shell companies
NMR,Nomura Holdings,capital markets
NMRD,Nemaura Medical,medical devices
NMRK,Newmark Group,real estate services
NMTC,Neuroone Medical Technologies,medical devices
NMTR,9 Meters Biopharma,biotechnology
NNA,Navios Maritime Acquisition,oil & gas midstream
NNBR,"Nn, Inc.",conglomerates
NNDM,Nano Dimension,computer hardware
NNI,Nelnet,credit services
NNN,National Retail Properties,reit-retail
NNOX,Nano-X Imaging,medical devices
NNVC,Nanoviricides,biotechnology
NOA,North American Construction,oil & gas equipment & services
NOAC,Natural Order Acquisition,shell companies
NOAH,Noah Holdings,asset management
NOC,Northrop Grumman,aerospace & defense
NODK,Ni Holdings,insurance-property & casualty
NOG,Northern Oil & Gas,oil & gas e&p
NOK,Nokia,communication equipment
NOMD,Nomad Foods,packaged foods
NOTV,Inotiv,diagnostics & research
NOV,National Oilwell Varco,oil & gas equipment & services
NOVA,Sunnova Energy,solar
NOVN,Novan,biotechnology
NOVT,Novanta,scientific & technical instruments
NOW,Servicenow,software-application
NP,Neenah,paper & paper products
NPCE,Neuropace,medical devices
NPK,National Presto Industries,aerospace & defense
NPO,Enpro Industries,specialty industrial machinery
NPTN,Neophotonics,semiconductors
NR,Newpark Resources,oil & gas equipment & services
NRAC,Noble Rock Acquisition,shell companies
NRBO,Neurobo Pharmaceuticals,biotechnology
NRC,National Research,diagnostics & research
NREF,Nexpoint Real Estate Finance,reit-diversified
NRG,Nrg Energy,utilities-independent power producers
NRIM,Northrim Bancorp,banks-regional
NRIX,Nurix Therapeutics,biotechnology
NRP,Natural Resource Partners,thermal coal
NRT,North European Oil Royalty Trust,oil & gas equipment & services
NRXP,Nrx Pharmaceuticals,biotechnology
NRZ,New Residential Investment,reit-mortgage
NS,Nustar Energy,oil & gas midstream
NSA,National Storage Affiliates Trust,reit-industrial
NSC,Norfolk Southern,railroads
NSEC,National Security Group,insurance-property & casualty
NSIT,Insight Enterprises,information technology services
NSP,Insperity,staffing & employment services
NSPR,Inspiremd,medical devices
NSSC,Napco Security Technologies,security & protection services
NSTB,Northern Star Investment Ii,shell companies
NSTC,Northern Star Investment Iii,blank checks / spac
NSTD,Northern Star Investment Iv,shell companies
NSTG,Nanostring Technologies,medical instruments & supplies
NSYS,Nortech Systems,electronic components
NTAP,Netapp,computer hardware
NTB,Bank Of N.T. Butterfield & Son,banks-diversified
NTCO,Natura &Co Holding,household & personal products
NTCT,Netscout Systems,software-infrastructure
NTES,Netease,internet content & information
